link_id,corridor,tmc_code,lanes,has_queue,restarted,identifiable_bins,unidentifiable_bins,queue_peak_meas_veh,queue_peak_fitted_veh,residual_rmse_veh,residual_mae_veh,residual_max_veh,lambda_mean_vph,lambda_peak_vph,lambda_over_mu_peak,end_of_day_queue_veh
32141,I395_NB,110+04122,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32367,I66_EB,110+58629,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32368,I66_WB,110-58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32369,I66_WB,110-58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32370,I66_EB,110+58629,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32551,I66_WB,110P04174,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32552,I66_WB,110+04175,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32573,I66_WB,110P04175,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32581,I395_NB,110P04120,3,True,False,32,64,171.0394679939617,162.82719558895246,5.747700096489126,2.33534491439853,29.289757318595424,5095.000776202116,5700.09892477046,1.0323973035360863,0.0
32590,I395_SB,110N04120,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32611,I395_SB,110N04121,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32616,I395_SB,110-04121,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32619,I395_SB,110-04121,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32622,I395_NB,110+04122,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32624,I395_SB,110N04122,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32627,I395_SB,110-04121,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32843,I66_EB,110+58630,5,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32847,I66_WB,110-58629,1,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32848,I66_WB,110-58629,5,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32854,I66_WB,110N58631,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32866,I66_EB,110N04182,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32867,I66_WB,110P04182,2,True,False,18,78,44.45933704238272,44.26942205002831,1.3899467396254468,0.2628641930684325,13.036094395735155,3608.9860705124374,4000.6775137971563,1.024604280321388,0.0
32868,I66_WB,110+04182,5,True,False,15,81,56.28472273634961,55.68773238755375,2.764378898114163,0.659818439779837,23.793645128526386,9712.209810658218,10000.0,1.0123637045845246,0.0
32869,I66_EB,110N04181,5,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35757,I66_WB,110-58629,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35760,I66_EB,110-04181,1,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35765,I66_WB,110N58631,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35779,I66_EB,110N04176,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35786,I66_WB,110+04181,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
35787,I66_EB,110N04180,4,True,False,14,82,58.538160750359005,60.190950969416235,2.0118862228047703,0.47199815453363136,17.06644902259695,7461.018058428405,7600.000000005337,1.0155056785338854,1.2298642104724422e-09
38163,I66_EB,110+58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
38167,I66_EB,110+58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
